"count_of_rule_follows","Group","groupid","rule"
193,"Punishment Group 1","Group 1","Punishment"
211,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
180,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
175,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
179,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
181,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
183,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
177,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
180,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
216,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
164,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
212,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
182,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
181,"Punishment Group 1","Group 1","Punishment"
209,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
176,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
210,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
209,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
171,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
182,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
183,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
224,"Punishment Group 1","Group 1","Punishment"
175,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
212,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
218,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
210,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
210,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
172,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
180,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
211,"Punishment Group 1","Group 1","Punishment"
209,"Punishment Group 1","Group 1","Punishment"
178,"Punishment Group 1","Group 1","Punishment"
179,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
178,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
180,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
180,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
183,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
183,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
214,"Punishment Group 1","Group 1","Punishment"
178,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
209,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
182,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
209,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
219,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
210,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
209,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
183,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
182,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
183,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
182,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
213,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
180,"Punishment Group 1","Group 1","Punishment"
178,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
213,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
180,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
183,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
211,"Punishment Group 1","Group 1","Punishment"
179,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
177,"Punishment Group 1","Group 1","Punishment"
180,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
183,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
173,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
181,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
181,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
215,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
181,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
180,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
181,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
173,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
209,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
183,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
210,"Punishment Group 1","Group 1","Punishment"
213,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
210,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
181,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
190,"Punishment Group 1","Group 1","Punishment"
182,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
213,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
175,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
177,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
184,"Punishment Group 1","Group 1","Punishment"
203,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
201,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
182,"Punishment Group 1","Group 1","Punishment"
211,"Punishment Group 1","Group 1","Punishment"
218,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
208,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
199,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
207,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
188,"Punishment Group 1","Group 1","Punishment"
181,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
196,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
185,"Punishment Group 1","Group 1","Punishment"
200,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
197,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
195,"Punishment Group 1","Group 1","Punishment"
204,"Punishment Group 1","Group 1","Punishment"
186,"Punishment Group 1","Group 1","Punishment"
193,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
166,"Punishment Group 1","Group 1","Punishment"
187,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
209,"Punishment Group 1","Group 1","Punishment"
189,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
192,"Punishment Group 1","Group 1","Punishment"
183,"Punishment Group 1","Group 1","Punishment"
202,"Punishment Group 1","Group 1","Punishment"
198,"Punishment Group 1","Group 1","Punishment"
191,"Punishment Group 1","Group 1","Punishment"
181,"Punishment Group 1","Group 1","Punishment"
194,"Punishment Group 1","Group 1","Punishment"
205,"Punishment Group 1","Group 1","Punishment"
206,"Punishment Group 1","Group 1","Punishment"
